X,Y,R,G,B,ExG,ExR,ExGR,CIVE,VEG,NGRDI,NDI,CLASE
24,76,89,110,93,38,14.6,23.4,23.23145,1.217992822,0.105527638,141.5075377,2
200,211,89,110,95,36,14.6,21.4,24.40145,1.209393389,0.105527638,141.5075377,2
202,217,89,111,99,34,13.6,20.4,25.93045,1.203741753,0.11,142.08,2
174,213,89,116,97,46,8.6,37.4,20.70545,1.266542791,0.131707317,144.8585366,2
199,116,89,118,100,47,6.6,40.4,20.83845,1.275377858,0.140096618,145.9323671,2
38,62,90,101,93,19,25,-6,30.97145,1.110035321,0.057591623,135.3717277,2
37,62,90,103,94,22,23,-1,29.93445,1.127991678,0.067357513,136.6217617,2
30,73,90,104,87,31,22,9,25.02845,1.168674786,0.072164948,137.2371134,2
187,208,90,105,98,22,21,1,30.65245,1.134047543,0.076923077,137.8461538,2
213,139,90,105,102,18,21,-3,32.99245,1.1190402,0.076923077,137.8461538,2
28,78,90,107,88,36,19,17,23.18045,1.197819266,0.086294416,139.0456853,2
87,90,90,107,97,27,19,8,28.44545,1.159602215,0.086294416,139.0456853,2
22,74,90,108,96,30,18,12,27.04945,1.174485559,0.090909091,139.6363636,2
199,214,90,111,94,38,15,23,23.44645,1.215602682,0.104477612,141.3731343,2
25,71,90,111,96,36,15,21,24.61645,1.207110157,0.104477612,141.3731343,2
189,216,90,112,100,34,14,20,26.14545,1.201540098,0.108910891,141.9405941,2
167,213,90,113,95,41,13,28,22.40945,1.233152334,0.113300493,142.5024631,2
167,212,90,113,97,39,13,26,23.57945,1.224626639,0.113300493,142.5024631,2
34,67,91,104,95,22,23.4,-1.4,30.14945,1.126602654,0.066666667,136.5333333,2
30,76,91,106,87,34,21.4,12.6,23.84745,1.182402517,0.076142132,137.7461929,2
194,206,91,107,96,27,20.4,6.6,28.30145,1.155066128,0.080808081,138.3434343,2
94,91,91,108,102,23,19.4,3.6,31.00045,1.142560721,0.085427136,138.9346734,2
36,64,91,109,93,34,18.4,15.6,24.92445,1.189162122,0.09,139.52,2
197,210,91,109,95,32,18.4,13.6,26.09445,1.180766243,0.09,139.52,2
194,205,91,109,97,30,18.4,11.6,27.26445,1.172602732,0.09,139.52,2
196,216,91,110,90,39,17.4,21.6,22.35845,1.213247265,0.094527363,140.0995025,2
191,209,91,111,99,32,16.4,15.6,26.81245,1.18603048,0.099009901,140.6732673,2
200,96,91,111,100,31,16.4,14.6,27.39745,1.182067754,0.099009901,140.6732673,2
38,66,91,112,93,40,15.4,24.6,22.49145,1.221891355,0.103448276,141.2413793,2
92,93,91,112,95,38,15.4,22.6,23.66145,1.213264397,0.103448276,141.2413793,2
201,208,91,112,97,36,15.4,20.6,24.83145,1.204876202,0.103448276,141.2413793,2
202,214,91,113,101,34,14.4,19.6,26.36045,1.199385564,0.107843137,141.8039216,2
191,215,91,114,98,39,13.4,25.6,23.79445,1.222210357,0.112195122,142.3609756,2
168,216,91,116,95,46,11.4,34.6,20.41745,1.256595268,0.120772947,143.4589372,2
32,71,92,102,93,19,26.8,-7.8,31.04245,1.104711485,0.051546392,134.5979381,2
40,68,92,108,95,29,20.8,8.2,27.34645,1.161436082,0.08,138.24,2
34,66,92,108,97,27,20.8,6.2,28.51645,1.153406215,0.08,138.24,2
29,78,92,109,90,36,19.8,16.2,23.61045,1.193485815,0.084577114,138.8258706,2
35,61,92,109,99,27,19.8,7.2,28.87545,1.156201417,0.084577114,138.8258706,2
87,92,92,110,94,34,18.8,15.2,25.13945,1.18712002,0.089108911,139.4059406,2
192,210,92,110,96,32,18.8,13.2,26.30945,1.178826482,0.089108911,139.4059406,2
197,209,92,110,98,30,18.8,11.2,27.47945,1.170760122,0.089108911,139.4059406,2
193,213,92,111,91,39,17.8,21.2,22.57345,1.210920731,0.093596059,139.9802956,2
201,98,92,112,101,31,16.8,14.2,27.61245,1.180137265,0.098039216,140.5490196,2
199,95,92,112,103,29,16.8,12.2,28.78245,1.17245652,0.098039216,140.5490196,2
39,64,92,113,94,40,15.8,24.2,22.70645,1.21949602,0.102439024,141.1121951,2
42,66,92,113,96,38,15.8,22.2,23.87645,1.210976296,0.102439024,141.1121951,2
200,217,92,113,98,36,15.8,20.2,25.04645,1.202689943,0.102439024,141.1121951,2
169,213,92,117,96,46,11.8,34.2,20.63245,1.253842713,0.119617225,143.3110048,2
202,114,92,118,105,39,10.8,28.2,25.08645,1.227381265,0.123809524,143.847619,2
28,65,93,109,96,29,21.2,7.8,27.56145,1.159717073,0.079207921,138.1386139,2
37,63,93,109,98,27,21.2,5.8,28.73145,1.151781472,0.079207921,138.1386139,2
28,69,93,110,94,33,20.2,12.8,25.58045,1.178590628,0.083743842,138.7192118,2
27,66,93,111,97,32,19.2,12.8,26.52445,1.176927917,0.088235294,139.2941176,2
89,96,93,111,99,30,19.2,10.8,27.69445,1.168956452,0.088235294,139.2941176,2
193,212,93,112,93,38,18.2,19.8,23.37345,1.204301075,0.092682927,139.8634146,2
25,67,93,113,101,32,17.2,14.8,27.24245,1.182119277,0.097087379,140.4271845,2
193,232,93,113,102,31,17.2,13.8,27.82745,1.178247317,0.097087379,140.4271845,2
37,66,93,114,95,40,16.2,23.8,22.92145,1.217151852,0.101449275,140.9855072,2
25,73,93,114,97,38,16.2,21.8,24.09145,1.20873678,0.101449275,140.9855072,2
25,70,93,114,99,36,16.2,19.8,25.26145,1.200549869,0.101449275,140.9855072,2
202,218,93,115,102,35,15.2,19.8,26.20545,1.199101252,0.105769231,141.5384615,2
174,211,93,115,103,34,15.2,18.8,26.79045,1.195211926,0.105769231,141.5384615,2
169,215,93,118,96,47,12.2,34.8,20.26245,1.255473528,0.118483412,143.1658768,2
202,253,93,120,101,46,10.2,35.8,21.56545,1.255347904,0.126760563,144.2253521,2
170,214,93,121,98,51,9.2,41.8,18.99945,1.278583102,0.130841121,144.7476636,2
40,63,94,107,97,23,24.6,-1.6,30.20945,1.126451537,0.064676617,136.278607,2
30,75,94,109,90,34,22.6,11.4,24.49245,1.176487897,0.073891626,137.4581281,2
28,67,94,110,97,29,21.6,7.4,27.77645,1.15803429,0.078431373,138.0392157,2
29,76,94,111,92,36,20.6,15.4,24.04045,1.189338161,0.082926829,138.6146341,2
29,74,94,111,93,35,20.6,14.4,24.62545,1.1850642,0.082926829,138.6146341,2
29,68,94,111,95,33,20.6,12.4,25.79545,1.176697254,0.082926829,138.6146341,2
22,72,94,111,101,27,20.6,6.4,29.30545,1.152942591,0.082926829,138.6146341,2
36,66,94,112,96,34,19.6,14.4,25.56945,1.183165299,0.087378641,139.184466,2
195,219,94,113,94,38,18.6,19.4,23.58845,1.20212766,0.09178744,139.7487923,2
37,65,94,115,96,40,16.6,23.4,23.13645,1.214857226,0.100478469,140.861244,2
91,93,94,115,98,38,16.6,21.4,24.30645,1.206544318,0.100478469,140.861244,2
93,93,94,115,100,36,16.6,19.4,25.47645,1.198454532,0.100478469,140.861244,2
40,65,94,118,96,46,13.6,32.4,20.70345,1.246549154,0.113207547,142.490566,2
203,118,94,118,105,37,13.6,23.4,25.96845,1.209900601,0.113207547,142.490566,2
205,253,94,119,97,47,12.6,34.4,20.47745,1.25278255,0.117370892,143.0234742,2
172,213,94,119,98,46,12.6,33.4,21.06245,1.248511077,0.117370892,143.0234742,2
41,63,95,108,98,23,25,-2,30.42445,1.125132909,0.064039409,136.1970443,2
93,89,95,109,109,14,24,-10,36.04845,1.096028455,0.068627451,136.7843137,2
84,93,95,111,101,26,22,4,29.74645,1.144833467,0.077669903,137.9417476,2
40,67,95,113,97,34,20,14,25.78445,1.181249972,0.086538462,139.0769231,2
193,210,95,113,99,32,20,12,26.95445,1.173249233,0.086538462,139.0769231,2
87,96,95,113,101,30,20,10,28.12445,1.165461097,0.086538462,139.0769231,2
37,64,95,116,99,38,17,21,24.52145,1.204397443,0.099526066,140.7393365,2
196,227,95,116,101,36,17,19,25.69145,1.196402542,0.099526066,140.7393365,2
202,248,95,118,98,43,15,28,22.31445,1.229311882,0.107981221,141.8215962,2
168,213,95,120,99,46,13,33,21.27745,1.245928389,0.11627907,142.8837209,2
31,70,96,108,94,26,26.4,-0.4,28.52545,1.132914846,0.058823529,135.5294118,2
30,69,96,110,95,29,24.4,4.6,27.48845,1.149835763,0.067961165,136.6990291,2
38,63,96,112,101,27,22.4,4.6,29.37645,1.14710743,0.076923077,137.8461538,2
29,69,96,113,97,33,21.4,11.6,26.22545,1.173028445,0.081339713,138.4114833,2
88,90,96,113,103,27,21.4,5.6,29.73545,1.149817026,0.081339713,138.4114833,2
37,67,96,114,98,34,20.4,13.6,25.99945,1.179374289,0.085714286,138.9714286,2
195,216,96,115,93,41,19.4,21.6,22.26345,1.210648605,0.090047393,139.5260664,2
196,213,96,115,96,38,19.4,18.6,24.01845,1.197916667,0.090047393,139.5260664,2
25,68,96,116,104,32,18.4,13.6,27.88745,1.176551589,0.094339623,140.0754717,2
193,231,96,116,105,31,18.4,12.6,28.47245,1.172808325,0.094339623,140.0754717,2
38,64,96,117,98,40,17.4,22.6,23.56645,1.210410455,0.098591549,140.6197183,2
200,222,96,117,100,38,17.4,20.6,24.73645,1.202294746,0.098591549,140.6197183,2
25,69,96,117,102,36,17.4,18.6,25.90645,1.194392567,0.098591549,140.6197183,2
172,211,96,118,105,35,16.4,18.6,26.85045,1.193029159,0.102803738,141.1588785,2
203,248,96,119,99,43,15.4,27.6,22.52945,1.226946226,0.106976744,141.6930233,2
191,216,96,119,103,39,15.4,23.6,24.86945,1.210869258,0.106976744,141.6930233,2
39,65,96,120,98,46,14.4,31.6,21.13345,1.24144662,0.111111111,142.2222222,2
168,214,96,121,100,46,13.4,32.6,21.49245,1.24339884,0.115207373,142.7465438,2
201,251,96,123,104,46,11.4,34.6,22.21045,1.247550392,0.123287671,143.7808219,2
200,113,96,127,109,49,7.4,41.6,21.89145,1.268135863,0.139013453,145.793722,2
91,91,97,114,104,27,21.8,5.2,29.95045,1.148301686,0.08056872,138.3127962,2
89,89,97,114,108,23,21.8,1.2,32.29045,1.133960676,0.08056872,138.3127962,2
42,67,97,115,99,34,20.8,13.2,26.21445,1.177537031,0.08490566,138.8679245,2
86,92,97,115,101,32,20.8,11.2,27.38445,1.169720432,0.08490566,138.8679245,2
22,73,97,115,103,30,20.8,9.2,28.55445,1.162107483,0.08490566,138.8679245,2
196,214,97,116,96,39,19.8,19.2,23.64845,1.200010157,0.089201878,139.4178404,2
27,77,97,116,97,38,19.8,18.2,24.23345,1.195876289,0.089201878,139.4178404,2
201,215,97,117,105,32,18.8,13.2,28.10245,1.174770625,0.093457944,139.9626168,2
203,247,97,118,99,40,17.8,22.2,23.78145,1.208255389,0.097674419,140.5023256,2
201,210,97,118,103,36,17.8,18.2,26.12145,1.192423331,0.097674419,140.5023256,2
42,65,97,120,100,43,15.8,27.2,22.74445,1.224628886,0.105990783,141.5668203,2
198,246,97,121,105,40,14.8,25.2,24.85845,1.214933723,0.110091743,142.0917431,2
202,119,97,121,108,37,14.8,22.2,26.61345,1.20358984,0.110091743,142.0917431,2
169,214,97,122,100,47,13.8,33.2,21.12245,1.245039368,0.114155251,142.6118721,2
170,215,97,125,102,51,10.8,40.2,19.85945,1.267270744,0.126126126,144.1441441,2
201,112,97,125,110,43,10.8,32.2,24.53945,1.235803731,0.126126126,144.1441441,2
29,73,98,115,97,35,22.2,12.8,25.48545,1.177484124,0.079812207,138.2159624,2
88,89,98,115,107,25,22.2,2.8,31.33545,1.139633613,0.079812207,138.2159624,2
86,95,98,116,100,34,21.2,12.8,26.42945,1.17573703,0.08411215,138.7663551,2
26,68,98,116,102,32,21.2,10.8,27.59945,1.168009404,0.08411215,138.7663551,2
26,65,98,116,104,30,21.2,8.8,28.76945,1.160481161,0.08411215,138.7663551,2
26,76,98,117,98,38,20.2,17.8,24.44845,1.193877551,0.088372093,139.3116279,2
93,92,98,118,106,32,19.2,12.8,28.31745,1.173025253,0.092592593,139.8518519,2
194,230,98,118,107,31,19.2,11.8,28.90245,1.169363185,0.092592593,139.8518519,2
88,93,98,119,100,40,18.2,21.8,23.99645,1.206144023,0.096774194,140.3870968,2
200,226,98,119,102,38,18.2,19.8,25.16645,1.198216544,0.096774194,140.3870968,2
199,229,98,119,104,36,18.2,17.8,26.33645,1.190493605,0.096774194,140.3870968,2
38,65,98,120,99,43,17.2,25.8,22.60045,1.220357104,0.100917431,140.9174312,2
165,212,98,120,108,34,17.2,16.8,27.86545,1.185504872,0.100917431,140.9174312,2
200,244,98,121,103,41,16.2,24.8,24.12945,1.214402862,0.105022831,141.4429224,2
174,212,98,122,106,40,15.2,24.8,25.07345,1.212788821,0.109090909,141.9636364,2
198,118,98,122,108,38,15.2,22.8,26.24345,1.205263286,0.109090909,141.9636364,2
38,20,98,123,102,46,14.2,31.8,21.92245,1.23849273,0.113122172,142.479638,2
200,115,98,127,109,47,10.2,36.8,22.77345,1.250814493,0.128888889,144.4977778,2
201,113,98,129,111,49,8.2,40.8,22.32145,1.262843013,0.136563877,145.4801762,2
90,89,99,114,109,20,24.6,-4.6,33.75745,1.115201007,0.070422535,137.0140845,2
85,92,99,115,104,27,23.6,3.4,30.02145,1.142712725,0.074766355,137.5700935,2
33,65,99,115,105,26,23.6,2.4,30.60645,1.139077121,0.074766355,137.5700935,2
89,88,99,115,112,19,23.6,-4.6,34.70145,1.114858024,0.074766355,137.5700935,2
28,76,99,116,97,36,22.6,13.4,25.11545,1.179707463,0.079069767,138.1209302,2
196,211,99,117,103,32,21.6,10.4,27.81445,1.166332537,0.083333333,138.6666667,2
194,213,99,118,98,39,20.6,18.4,24.07845,1.19595558,0.087557604,139.2073733,2
194,212,99,118,99,38,20.6,17.4,24.66345,1.191919192,0.087557604,139.2073733,2
92,92,99,119,107,32,19.6,12.4,28.53245,1.171314417,0.091743119,139.7431193,2
197,119,99,119,108,31,19.6,11.4,29.11745,1.167691654,0.091743119,139.7431193,2
39,67,99,120,101,40,18.6,21.4,24.21145,1.20407504,0.095890411,140.2739726,2
199,244,99,122,104,41,16.6,24.4,24.34445,1.212269152,0.104072398,141.321267,2
173,213,99,124,103,46,14.6,31.4,22.13745,1.236113116,0.112107623,142.3497758,2
41,15,99,125,96,55,13.6,41.4,17.23145,1.275630861,0.116071429,142.8571429,2
31,72,100,112,98,26,28,-2,29.38545,1.127560204,0.056603774,135.245283,2
39,63,100,113,103,23,27,-4,31.49945,1.11893188,0.061032864,135.8122066,2
88,97,100,117,107,27,23,4,30.59545,1.143934252,0.078341014,138.0276498,2
38,67,100,118,102,34,22,12,26.85945,1.172244355,0.082568807,138.5688073,2
90,96,100,118,106,30,22,8,29.19945,1.157324519,0.082568807,138.5688073,2
26,75,100,119,100,38,21,17,24.87845,1.19,0.086757991,139.1050228,2
41,11,100,124,102,46,16,30,21.99345,1.23185,0.107142857,141.7142857,2
201,119,100,127,112,42,13,29,25.41045,1.222965257,0.118942731,143.2246696,2
201,114,100,131,113,49,9,40,22.75145,1.257755352,0.134199134,145.1774892,2
30,78,101,116,97,34,25.4,8.6,25.99745,1.164074151,0.069124424,136.8479263,2
28,66,101,117,104,29,24.4,4.6,29.28145,1.147179568,0.073394495,137.3944954,2
32,65,101,117,106,27,24.4,2.6,30.45145,1.139925981,0.073394495,137.3944954,2
28,73,101,118,100,35,23.4,11.6,26.13045,1.172194424,0.077625571,137.9360731,2
90,90,101,118,110,25,23.4,1.6,31.98045,1.135575167,0.077625571,137.9360731,2
41,67,101,119,103,34,22.4,11.6,27.07445,1.170549569,0.081818182,138.4727273,2
196,210,101,119,105,32,22.4,9.6,28.24445,1.16307727,0.081818182,138.4727273,2
88,91,101,119,107,30,22.4,7.6,29.41445,1.155792327,0.081818182,138.4727273,2
195,213,101,120,101,38,21.4,16.6,25.09345,1.188118812,0.085972851,139.0045249,2
91,92,101,122,107,36,19.4,16.6,26.98145,1.184929949,0.094170404,140.0538117,2
202,247,101,124,104,43,17.4,25.6,23.60445,1.215814243,0.102222222,141.0844444,2
40,13,101,125,101,48,16.4,31.6,21.03845,1.237623762,0.10619469,141.5929204,2
39,20,101,126,104,47,15.4,31.6,21.98245,1.23542415,0.110132159,142.0969163,2
201,247,101,126,107,44,15.4,28.6,23.73745,1.223780111,0.110132159,142.0969163,2
38,19,101,129,106,51,12.4,38.6,20.71945,1.256841467,0.12173913,143.5826087,2
38,18,101,131,105,56,10.4,45.6,18.51245,1.280362373,0.129310345,144.5517241,2
31,71,102,114,100,26,28.8,-2.8,29.81545,1.125041484,0.055555556,135.1111111,2
28,70,102,119,103,33,23.8,9.2,27.51545,1.162882543,0.076923077,137.8461538,2
89,91,102,120,108,30,22.8,7.2,29.62945,1.154289701,0.081081081,138.3783784,2
205,248,102,121,101,39,21.8,17.2,24.72345,1.190172848,0.085201794,138.9058296,2
202,242,102,121,102,38,21.8,16.2,25.30845,1.18627451,0.085201794,138.9058296,2
39,16,102,131,101,59,11.8,47.2,16.61345,1.28853424,0.124463519,143.9313305,2
42,63,103,116,107,22,28.2,-6.2,32.72945,1.112015299,0.059360731,135.5981735,2
43,9,103,119,106,29,25.2,3.8,29.71145,1.144346852,0.072072072,137.2252252,2
28,72,103,120,102,35,24.2,10.8,26.56045,1.168839716,0.076233184,137.7578475,2
29,71,103,120,104,33,24.2,8.8,27.73045,1.161306121,0.076233184,137.7578475,2
93,91,103,120,112,25,24.2,0.8,32.41045,1.132998189,0.076233184,137.7578475,2
27,74,103,122,103,38,22.2,15.8,25.52345,1.184466019,0.084444444,138.8088889,2
89,92,103,124,107,38,20.2,17.8,26.24145,1.18870601,0.092511013,139.8414097,2
202,117,103,127,114,37,17.2,19.8,27.90345,1.19204315,0.104347826,141.3565217,2
201,115,103,131,116,43,13.2,29.8,25.82945,1.222487301,0.11965812,143.3162393,2
41,16,103,132,102,59,12.2,46.8,16.82845,1.285723687,0.123404255,143.7957447,2
30,72,104,118,101,31,27.6,3.4,28.03845,1.145728596,0.063063063,136.0720721,2
28,75,104,121,103,35,24.6,10.4,26.77545,1.167210907,0.075555556,137.6711111,2
26,67,104,122,108,32,23.6,8.4,28.88945,1.158426497,0.079646018,138.1946903,2
88,96,104,122,110,30,23.6,6.4,30.05945,1.151369788,0.079646018,138.1946903,2
87,93,104,123,104,38,22.6,15.4,25.73845,1.182692308,0.083700441,138.7136564,2
90,93,104,125,106,40,20.6,19.4,25.28645,1.194323348,0.091703057,139.7379913,2
89,94,104,126,105,43,19.6,23.4,23.89045,1.207683885,0.095652174,140.2434783,2
198,119,104,126,113,35,19.6,15.4,28.57045,1.178512481,0.095652174,140.2434783,2
201,246,104,127,109,41,18.6,22.4,25.41945,1.202207574,0.0995671,140.7445887,2
206,252,104,128,104,48,17.6,30.4,21.68345,1.230769231,0.103448276,141.2413793,2
40,12,104,128,106,46,17.6,28.4,22.85345,1.222987109,0.103448276,141.2413793,2
201,118,104,131,116,42,14.6,27.4,26.27045,1.214634319,0.114893617,142.706383,2
201,116,104,132,117,43,13.6,29.4,26.04445,1.220412935,0.118644068,143.1864407,2
91,89,105,120,117,18,27,-9,36.21745,1.102407328,0.066666667,136.5333333,2
28,79,105,122,104,35,25,10,26.99045,1.165613225,0.074889868,137.5859031,2
86,93,105,123,107,34,24,10,27.93445,1.16409132,0.078947368,138.1052632,2
26,66,105,123,111,30,24,6,30.27445,1.149950899,0.078947368,138.1052632,2
39,12,105,127,106,43,20,23,24.10545,1.205712061,0.094827586,140.137931,2
202,118,105,129,116,37,18,19,28.33345,1.188480163,0.102564103,141.1282051,2
204,253,105,130,108,47,17,30,22.84245,1.226535095,0.106382979,141.6170213,2
200,118,105,132,117,42,15,27,26.48545,1.212648061,0.113924051,142.5822785,2
39,19,105,133,108,53,14,39,20.40945,1.254839751,0.117647059,143.0588235,2
44,17,106,120,94,40,28.4,11.6,23.20345,1.17828584,0.061946903,135.9292035,2
29,79,106,123,104,36,25.4,10.6,26.62045,1.167761082,0.074235808,137.5021834,2
43,17,106,126,98,48,22.4,25.6,20.67745,1.220150072,0.086206897,139.0344828,2
89,93,106,127,108,40,21.4,18.6,25.71645,1.190678737,0.090128755,139.5364807,2
90,92,106,127,112,36,21.4,14.6,28.05645,1.176346074,0.090128755,139.5364807,2
88,94,106,128,107,43,20.4,22.6,24.32045,1.203777328,0.094017094,140.034188,2
199,119,106,130,116,38,18.4,19.6,27.96345,1.190144872,0.101694915,141.0169492,2
202,252,106,133,114,46,15.4,30.6,24.36045,1.22468194,0.112970711,142.460251,2
201,117,106,133,118,42,15.4,26.6,26.70045,1.210698266,0.112970711,142.460251,2
85,93,107,123,110,29,26.8,2.2,30.57145,1.138996442,0.069565217,136.9043478,2
28,71,107,124,108,33,25.8,7.2,28.59045,1.155294205,0.073593074,137.4199134,2
202,246,107,128,109,40,21.8,18.2,25.93145,1.188907225,0.089361702,139.4382979,2
200,119,107,131,117,38,18.8,19.2,28.17845,1.188410346,0.100840336,140.907563,2
42,15,107,132,102,55,17.8,37.2,18.59245,1.253461775,0.10460251,141.3891213,2
202,250,107,132,111,46,17.8,28.2,23.85745,1.218659559,0.10460251,141.3891213,2
40,18,107,136,108,57,13.8,43.2,18.85845,1.26709687,0.119341564,143.2757202,2
30,70,108,122,105,31,29.2,1.8,28.89845,1.140276435,0.060869565,135.7913043,2
92,89,108,123,120,18,28.2,-10.2,36.86245,1.099623751,0.064935065,136.3116883,2
37,13,108,125,107,35,26.2,8.8,27.63545,1.160998263,0.072961373,137.3390558,2
202,243,108,127,108,38,24.2,13.8,26.59845,1.175925926,0.080851064,138.3489362,2
206,251,108,130,109,43,21.2,21.8,24.75045,1.200015025,0.092436975,139.8319328,2
203,249,108,131,111,43,20.2,22.8,25.10945,1.201946394,0.09623431,140.3179916,2
41,14,108,134,105,55,17.2,37.8,19.16645,1.252434773,0.107438017,141.7520661,2
38,12,109,126,108,35,26.6,8.4,27.85045,1.159516573,0.072340426,137.2595745,2
91,90,109,126,118,25,26.6,-1.6,33.70045,1.125823637,0.072340426,137.2595745,2
201,245,109,132,114,41,20.6,20.4,26.49445,1.193056858,0.095435685,140.2157676,2
203,251,109,134,113,46,18.6,27.4,24.28745,1.214692088,0.102880658,141.1687243,2
200,117,109,136,121,42,16.6,25.4,27.34545,1.205057877,0.110204082,142.1061224,2
40,19,109,137,112,53,15.6,37.4,21.26945,1.245568141,0.113821138,142.5691057,2
40,16,109,138,108,59,14.6,44.4,18.11845,1.269946723,0.117408907,143.0283401,2
39,17,109,140,109,62,12.6,49.4,17.08145,1.28440367,0.124497992,143.935743,2
87,89,110,125,118,22,29,-7,34.95245,1.11010583,0.063829787,136.1702128,2
43,15,110,129,99,49,25,24,20.59345,1.214602776,0.079497908,138.1757322,2
43,16,110,130,102,48,24,24,21.53745,1.211910572,0.083333333,138.6666667,2
202,245,110,131,112,40,23,17,26.57645,1.183784838,0.087136929,139.153527,2
205,249,110,132,111,43,22,21,25.18045,1.196389129,0.090909091,139.6363636,2
202,251,110,135,116,44,19,25,25.67245,1.205758514,0.102040816,141.0612245,2
203,252,110,138,116,50,16,34,23.23945,1.232553147,0.112903226,142.4516129,2
200,116,110,138,123,43,16,27,27.33445,1.208736853,0.112903226,142.4516129,2
202,244,111,130,111,38,25.4,12.6,27.24345,1.171171171,0.078838174,138.0912863,2
201,244,111,132,115,38,23.4,14.6,27.96145,1.175252337,0.086419753,139.0617284,2
204,248,111,133,112,43,22.4,20.6,25.39545,1.194625037,0.090163934,139.5409836,2
198,245,111,134,118,39,21.4,17.6,28.09445,1.182871759,0.093877551,140.0163265,2
204,252,111,136,114,47,19.4,27.6,24.13245,1.214392751,0.101214575,140.9554656,2
43,13,112,131,103,47,25.8,21.2,22.19345,1.20272982,0.0781893,138.0082305,2
38,13,112,131,111,39,25.8,13.2,26.87345,1.173141296,0.0781893,138.0082305,2
199,245,112,135,117,41,21.8,19.2,27.13945,1.187953538,0.093117409,139.9190283,2
42,16,112,137,107,55,19.8,35.2,19.66745,1.241959255,0.100401606,140.8514056,2
205,252,112,137,115,47,19.8,27.2,24.34745,1.212494466,0.100401606,140.8514056,2
203,250,112,137,116,46,19.8,26.2,24.93245,1.209003716,0.100401606,140.8514056,2
39,18,112,142,114,58,14.8,43.2,19.70745,1.260406423,0.118110236,143.1181102,2
40,17,112,143,112,62,13.8,48.2,17.72645,1.276785714,0.121568627,143.5607843,2
43,11,113,130,111,36,28.2,7.8,28.12545,1.157304065,0.069958848,136.9547325,2
43,10,113,130,114,33,28.2,4.8,29.88045,1.147072096,0.069958848,136.9547325,2
41,13,113,139,112,53,19.2,33.8,21.41145,1.233734976,0.103174603,141.2063492,2
44,15,114,127,99,41,32.6,8.4,23.97945,1.167620376,0.053941909,134.9045643,2
42,11,114,136,115,43,23.6,19.4,26.04045,1.189517927,0.088,139.264,2
41,19,114,140,113,53,19.6,33.4,21.62645,1.23167855,0.102362205,141.1023622,2
43,12,115,133,109,42,28,14,25.40445,1.177343411,0.072580645,137.2903226,2
43,14,115,134,104,49,27,22,21.66845,1.204889548,0.076305221,137.7670683,2
41,17,115,144,114,59,17,42,19.40845,1.255820931,0.111969112,142.3320463,2
42,14,116,139,110,52,23.4,28.6,21.56445,1.219656564,0.090196078,139.545098,2
204,251,116,140,118,46,22.4,23.6,25.43345,1.200045875,0.09375,140,2
44,16,117,131,105,40,32.8,7.2,25.56845,1.160740905,0.056451613,135.2258065,2
44,13,118,131,105,39,34.2,4.8,26.00945,1.154170475,0.052208835,134.6827309,2
42,19,118,140,117,45,25.2,19.8,25.73045,1.189807891,0.085271318,138.9147287,2
42,13,118,141,113,51,24.2,26.8,22.57945,1.212268142,0.088803089,139.3667954,2
45,18,119,129,105,34,37.6,-3.6,28.07245,1.130170197,0.040322581,133.1612903,2
41,18,119,145,118,53,21.6,31.4,22.70145,1.221916335,0.098484848,140.6060606,2
41,12,120,144,120,48,24,24,25.12345,1.2,0.090909091,139.6363636,2
44,11,121,132,115,28,37.4,-9.4,32.37145,1.109541903,0.043478261,133.5652174,2
44,14,121,134,106,41,35.4,5.6,25.48445,1.157337708,0.050980392,134.5254902,2
44,12,122,134,110,36,36.8,-0.8,28.26545,1.13689152,0.046875,134,2
44,9,125,135,124,21,40,-19,36.96745,1.082892557,0.038461538,132.9230769,2
44,10,126,137,123,25,39.4,-14.4,35.20145,1.096061723,0.041825095,133.3536122,2
46,18,128,136,113,31,43.2,-12.2,31.04445,1.107528057,0.03030303,131.8787879,2
45,17,128,138,113,35,41.2,-6.2,29.42245,1.123815234,0.037593985,132.8120301,2
45,15,129,135,107,34,45.6,-11.6,28.78645,1.113744657,0.022727273,130.9090909,2
83,36,139,152,124,41,42.6,-1.6,29.35445,1.135908358,0.04467354,133.7182131,2
84,36,146,161,132,44,43.4,0.6,29.82245,1.140384753,0.048859935,134.2540717,2
84,35,147,161,136,39,44.8,-5.8,32.60345,1.123975274,0.045454545,133.8181818,2
85,36,152,167,138,44,45.8,-1.8,31.11245,1.134611189,0.047021944,134.0188088,2
7,124,75,99,83,40,6,34,20.12845,1.276192909,0.137931034,145.6551724,2
14,125,76,98,77,43,8.4,34.6,17.87045,1.2838728,0.126436782,144.183908,2
7,131,76,99,79,43,7.4,35.6,18.22945,1.285945927,0.131428571,144.8228571,2
2,132,76,99,81,41,7.4,33.6,19.39945,1.275284312,0.131428571,144.8228571,2
7,126,76,100,86,38,6.4,31.6,21.51345,1.26272666,0.136363636,145.4545455,2
10,123,78,99,80,40,10.2,29.8,19.69645,1.258575082,0.118644068,143.1864407,2
5,140,78,100,88,34,9.2,24.8,23.56545,1.231573031,0.123595506,143.8202247,2
14,129,78,101,85,39,8.2,30.8,20.99945,1.258339332,0.12849162,144.4469274,2
9,123,79,102,82,43,8.6,34.4,18.87445,1.275213463,0.127071823,144.2651934,2
