X,Y,R,G,B,ExG,ExR,ExGR,CIVE,VEG,NGRDI,NDI,CLASE
26,89,62,76,76,14,10.8,3.2,28.95345,1.145453356,0.101449275,140.9855072,4
24,88,66,80,81,13,12.4,0.6,30.39845,1.132214391,0.095890411,140.2739726,4
26,87,67,81,81,14,12.8,1.2,30.02845,1.13492618,0.094594595,140.1081081,4
27,87,67,82,79,18,11.8,6.2,28.04745,1.158542947,0.100671141,140.885906,4
80,61,70,71,73,-1,27,-28,34.78145,1.000210579,0.007092199,128.9078014,4
25,87,72,86,87,13,14.8,-1.8,31.68845,1.121496093,0.088607595,139.3417722,4
24,87,73,87,90,11,15.2,-4.2,33.07345,1.11152734,0.0875,139.2,4
26,88,75,89,89,14,16,-2,31.74845,1.120926849,0.085365854,138.9268293,4
25,88,75,89,90,13,16,-3,32.33345,1.116763956,0.085365854,138.9268293,4
16,77,75,94,90,23,11,12,28.27845,1.179503504,0.112426036,142.3905325,4
17,79,77,96,90,25,11.8,13.2,27.53845,1.18363872,0.10982659,142.0578035,4
15,78,77,96,92,23,11.8,11.2,28.70845,1.175007322,0.10982659,142.0578035,4
16,79,78,97,93,23,12.2,10.8,28.92345,1.172842817,0.108571429,141.8971429,4
29,89,80,92,88,16,20,-4,30.93545,1.114074096,0.069767442,136.9302326,4
28,88,80,92,90,14,20,-6,32.10545,1.105768083,0.069767442,136.9302326,4
27,89,80,95,92,18,17,1,30.84245,1.133499251,0.085714286,138.9714286,4
15,76,82,101,97,23,13.8,9.2,29.78345,1.1646959,0.103825137,141.2896175,4
14,76,83,99,96,19,17.2,1.8,31.26145,1.13635437,0.087912088,139.2527473,4
13,74,87,104,98,23,17.8,5.2,30.14045,1.148935675,0.089005236,139.3926702,4
56,81,88,69,63,-13,54.2,-67.2,38.49145,0.876392688,-0.121019108,112.5095541,4
15,77,88,107,103,23,16.2,6.8,31.07345,1.153822595,0.097435897,140.4717949,4
16,78,89,108,104,23,16.6,6.4,31.28845,1.15214866,0.096446701,140.3451777,4
56,80,92,74,70,-14,54.8,-68.8,40.29545,0.880983129,-0.108433735,114.1204819,4
28,89,92,104,102,14,24.8,-10.8,34.68545,1.092252384,0.06122449,135.8367347,4
14,75,92,109,103,23,19.8,3.2,31.21545,1.141051434,0.084577114,138.8258706,4
27,88,93,108,105,18,22.2,-4.2,33.63745,1.115294581,0.074626866,137.5522388,4
69,54,95,106,92,25,27,-2,28.53645,1.127776067,0.054726368,135.0049751,4
45,37,96,114,102,30,20.4,9.6,28.33945,1.163767117,0.085714286,138.9714286,4
48,110,99,108,105,12,30.6,-18.6,36.28345,1.069741992,0.043478261,133.5652174,4
49,110,99,110,106,15,28.6,-13.6,35.24645,1.086118365,0.052631579,134.7368421,4
44,36,99,117,105,30,21.6,8.4,28.98445,1.158887158,0.083333333,138.6666667,4
47,107,100,110,102,18,30,-12,33.34745,1.092770162,0.047619048,134.0952381,4
44,35,100,116,103,29,24,5,29.06645,1.148638036,0.074074074,137.4814815,4
44,37,101,121,110,31,20.4,10.6,29.54745,1.164445722,0.09009009,139.5315315,4
57,115,102,104,93,13,38.8,-25.8,33.83045,1.051458661,0.009708738,129.2427184,4
47,109,102,107,103,9,35.8,-26.8,37.24745,1.045617076,0.023923445,131.062201,4
68,54,105,113,98,23,34,-11,30.77945,1.101201762,0.036697248,132.6972477,4
47,30,106,109,100,12,39.4,-27.4,35.63445,1.048449425,0.013953488,129.7860465,4
47,108,106,113,106,14,35.4,-21.4,35.90045,1.066037736,0.03196347,132.0913242,4
45,36,106,122,109,29,26.4,2.6,30.35645,1.140296509,0.070175439,136.9824561,4
48,108,107,116,111,14,33.8,-19.8,36.83345,1.070943249,0.040358744,133.1659193,4
44,33,107,120,103,30,29.8,0.2,28.90945,1.135814662,0.057268722,135.3303965,4
44,34,107,121,106,29,28.8,0.2,29.85345,1.134382551,0.061403509,135.8596491,4
45,30,108,111,102,12,40.2,-28.2,36.06445,1.047527605,0.01369863,129.7534247,4
47,110,108,113,109,9,38.2,-29.2,38.53745,1.043089983,0.022624434,130.8959276,4
68,53,108,119,105,25,32.2,-7.2,31.33145,1.11223685,0.04845815,134.2026432,4
58,93,109,108,90,17,44.6,-27.6,31.91845,1.056081721,-0.004608295,127.4101382,4
83,62,109,109,109,0,43.6,-43.6,42.22245,1,0,128,4
57,114,109,111,100,13,41.6,-28.6,35.33545,1.04799571,0.009090909,129.1636364,4
48,106,109,119,111,18,33.6,-15.6,35.28245,1.0851529,0.043859649,133.6140351,4
44,32,109,120,104,27,32.6,-5.6,30.37645,1.118267414,0.048034934,134.1484716,4
46,110,111,113,110,5,42.4,-37.4,40.44545,1.02109054,0.008928571,129.1428571,4
97,28,111,122,118,15,33.4,-18.4,37.82645,1.076942945,0.0472103,134.0429185,4
59,93,115,112,93,16,49,-33,33.07545,1.045268208,-0.013215859,126.30837,4
80,63,115,117,112,7,44,-37,40.13545,1.026386192,0.00862069,129.1034483,4
58,94,117,116,98,17,47.8,-30.8,33.63845,1.05171904,-0.004291845,127.4506438,4
45,32,117,128,111,28,35.8,-7.8,31.51145,1.113364701,0.044897959,133.7469388,4
59,94,118,115,96,16,50.2,-34.2,33.72045,1.043893566,-0.012875536,126.3519313,4
46,31,118,121,110,14,44.2,-30.2,37.04445,1.049678513,0.012552301,129.6066946,4
45,35,118,132,117,29,33.2,-4.2,32.21845,1.121818868,0.056,135.168,4
46,103,118,134,123,27,31.2,-4.2,34.10645,1.120007929,0.063492063,136.1269841,4
57,75,119,123,108,19,43.6,-24.6,34.69345,1.067542509,0.016528926,130.1157025,4
98,28,119,131,127,16,35.6,-19.6,39.32045,1.077245859,0.048,134.144,4
45,33,119,132,114,31,34.6,-3.6,30.90445,1.125213133,0.051792829,134.6294821,4
45,103,119,139,127,32,27.6,4.4,32.83245,1.143031866,0.07751938,137.9224806,4
79,71,120,134,119,29,34,-5,32.64845,1.11978274,0.05511811,135.0551181,4
58,50,120,142,130,34,26,8,32.59545,1.152209143,0.083969466,138.7480916,4
59,74,121,124,105,22,45.4,-23.4,33.00945,1.074354993,0.012244898,129.5673469,4
45,31,121,127,115,18,42.4,-24.4,36.42645,1.0675138,0.024193548,131.0967742,4
58,74,122,125,108,20,45.8,-25.8,34.39445,1.067033109,0.012145749,129.5546559,4
56,99,123,124,116,9,48.2,-39.2,40.32645,1.027993729,0.004048583,128.5182186,4
58,76,123,129,115,20,43.2,-23.2,35.68645,1.072532893,0.023809524,131.047619,4
98,29,123,134,130,15,38.2,-23.2,40.40645,1.069534881,0.042801556,133.4785992,4
81,62,124,124,124,0,49.6,-49.6,45.44745,1,0,128,4
49,104,124,134,123,21,39.6,-18.6,36.75245,1.083562913,0.03875969,132.9612403,4
57,99,125,127,116,13,48,-35,38.77545,1.041598227,0.007936508,129.015873,4
44,103,125,145,133,32,30,2,34.12245,1.136282785,0.074074074,137.4814815,4
59,75,126,130,113,21,46.4,-25.4,35.02845,1.069845531,0.015625,130,4
46,30,127,129,118,13,48.8,-35.8,39.20545,1.040916565,0.0078125,129,4
58,75,127,131,116,19,46.8,-27.8,36.41345,1.063089193,0.015503876,129.9844961,4
57,100,127,133,123,16,44.8,-28.8,38.88645,1.058464159,0.023076923,130.9538462,4
59,51,127,145,133,30,32.8,-2.8,35.00445,1.124315826,0.066176471,136.4705882,4
82,62,128,126,127,-3,53.2,-56.2,47.34445,0.986949329,-0.007874016,126.992126,4
57,74,128,132,115,21,47.2,-26.2,35.45845,1.068691858,0.015384615,129.9692308,4
81,73,129,143,128,29,37.6,-8.6,34.58345,1.111403553,0.051470588,134.5882353,4
57,98,132,133,119,15,51.8,-36.8,38.75145,1.042969698,0.003773585,128.4830189,4
47,104,132,145,135,23,39.8,-16.8,38.37945,1.090295062,0.046931408,134.0072202,4
56,100,133,138,132,11,48.2,-37.2,42.74245,1.040204966,0.018450185,130.3616236,4
49,107,134,144,136,18,43.6,-25.6,40.65745,1.069338332,0.035971223,132.6043165,4
42,18,134,146,134,24,41.6,-17.6,37.86545,1.089552239,0.042857143,133.4857143,4
80,62,135,137,136,3,52,-49,46.77545,1.012323893,0.007352941,128.9411765,4
56,74,135,139,122,21,50,-29,36.96345,1.064938071,0.01459854,129.8686131,4
70,84,135,149,136,27,40,-13,37.04345,1.100994599,0.049295775,134.3098592,4
42,16,136,147,133,25,43.4,-18.4,37.35145,1.088940841,0.038869258,132.975265,4
55,80,137,119,109,-8,72.8,-80.8,46.46045,0.937327415,-0.0703125,119,4
54,80,137,121,105,0,70.8,-70.8,42.49845,0.965020892,-0.062015504,120.0620155,4
53,67,138,140,119,23,53.2,-30.2,35.72045,1.065789769,0.007194245,128.9208633,4
53,16,139,147,134,21,47.6,-26.6,39.25945,1.070534247,0.027972028,131.5804196,4
46,104,139,155,144,27,39.6,-12.6,38.62145,1.102062225,0.054421769,134.9659864,4
58,55,139,156,140,33,38.6,-5.6,35.47045,1.119626298,0.057627119,135.3762712,4
40,16,140,151,137,25,45,-20,38.21145,1.086379592,0.037800687,132.838488,4
52,51,140,152,138,26,44,-18,37.98545,1.090928914,0.04109589,133.260274,4
82,73,140,157,141,33,39,-6,35.68545,1.118773802,0.057239057,135.3265993,4
40,17,141,151,140,21,46.4,-25.4,40.40745,1.073463206,0.034246575,132.3835616,4
51,90,141,155,132,37,42.4,-5.4,32.48345,1.123702717,0.047297297,134.0540541,4
54,51,141,159,147,30,38.4,-8.4,38.01445,1.112119111,0.06,135.68,4
47,96,142,147,140,12,51.8,-39.8,44.09245,1.040112638,0.017301038,130.2145329,4
54,15,142,148,136,18,50.8,-32.8,40.94145,1.057345529,0.020689655,130.6482759,4
59,57,143,150,132,25,50.2,-25.2,37.42045,1.077285968,0.023890785,131.0580205,4
49,105,144,154,145,19,47.6,-28.6,42.22245,1.066982739,0.033557047,132.295302,4
41,18,144,156,144,24,45.6,-21.6,40.01545,1.083333333,0.04,133.12,4
58,56,144,157,140,30,44.6,-14.6,36.86445,1.10055369,0.043189369,133.5282392,4
59,67,145,138,112,19,65,-46,36.33445,1.037186911,-0.024734982,124.8339223,4
51,84,145,147,123,26,56,-30,35.47045,1.070893975,0.006849315,128.8767123,4
49,106,145,155,146,19,48,-29,42.43745,1.066521807,0.033333333,132.2666667,4
41,17,145,156,142,25,47,-22,39.28645,1.083378274,0.03654485,132.6777409,4
53,51,145,159,146,27,44,-17,39.19345,1.09404495,0.046052632,133.8947368,4
55,81,146,126,115,-9,78.4,-87.4,48.26245,0.934404259,-0.073529412,118.5882353,4
65,36,146,139,121,11,65.4,-54.4,41.22945,1.013500383,-0.024561404,124.8561404,4
60,95,146,143,126,14,61.4,-47.4,40.91045,1.028701306,-0.010380623,126.6712803,4
62,58,146,150,125,29,54.4,-25.4,34.64845,1.081924287,0.013513514,129.7297297,4
65,46,146,158,144,26,46.4,-20.4,39.27545,1.087173912,0.039473684,133.0526316,4
51,91,146,160,137,37,44.4,-7.4,33.55845,1.119357153,0.045751634,133.8562092,4
70,85,146,160,147,27,44.4,-17.4,39.40845,1.09340223,0.045751634,133.8562092,4
63,38,147,141,127,8,64.8,-56.8,43.55845,1.007051803,-0.020833333,125.3333333,4
60,73,147,146,126,19,59.8,-40.8,38.91845,1.045511471,-0.003412969,127.5631399,4
80,70,147,160,143,30,45.8,-15.8,37.50945,1.098480672,0.042345277,133.4201954,4
62,37,148,141,125,9,66.2,-57.2,42.82945,1.007821257,-0.024221453,124.899654,4
60,96,148,147,127,19,60.2,-41.2,39.13345,1.045168065,-0.003389831,127.5661017,4
54,82,149,133,117,0,75.6,-75.6,45.07845,0.967454409,-0.056737589,120.7375887,4
54,67,149,144,125,14,64.6,-50.6,40.83745,1.024651586,-0.017064846,125.8156997,4
81,63,149,151,148,5,57.6,-52.6,48.61545,1.015697901,0.006666667,128.8533333,4
53,66,149,154,132,27,54.6,-27.6,36.82245,1.076104285,0.01650165,130.1122112,4
55,15,149,157,144,21,51.6,-30.6,41.40945,1.06573616,0.026143791,131.3464052,4
45,121,149,159,148,21,49.6,-28.6,42.12745,1.069509711,0.032467532,132.1558442,4
48,123,149,159,150,19,49.6,-30.6,43.29745,1.064739814,0.032467532,132.1558442,4
68,52,149,161,149,24,47.6,-23.6,41.09045,1.080536913,0.038709677,132.9548387,4
66,48,149,165,154,27,43.6,-16.6,40.77145,1.095277845,0.050955414,134.522293,4
54,79,150,137,121,3,73,-70,44.61545,0.981070392,-0.045296167,122.2020906,4
63,37,150,143,127,9,67,-58,43.25945,1.007665822,-0.023890785,124.9419795,4
60,65,150,146,121,21,64,-43,37.31645,1.045520271,-0.013513514,126.2702703,4
48,73,150,147,130,14,63,-49,41.77045,1.027830092,-0.01010101,126.7070707,4
61,73,150,149,131,17,61,-44,40.73345,1.039159129,-0.003344482,127.5719064,4
56,114,150,152,141,13,58,-45,44.15045,1.034429158,0.006622517,128.8476821,4
63,59,150,154,129,29,56,-27,35.50845,1.079546808,0.013157895,129.6842105,4
41,16,150,161,147,25,49,-24,40.36145,1.080578529,0.035369775,132.5273312,4
67,50,150,166,155,27,44,-17,40.98645,1.094648693,0.050632911,134.4810127,4
48,74,151,145,129,10,66.4,-56.4,43.24845,1.011961534,-0.02027027,125.4054054,4
58,59,151,156,136,25,55.4,-30.4,38.42245,1.069740696,0.016286645,130.0846906,4
77,65,151,158,142,23,53.4,-30.4,40.31045,1.067990635,0.022653722,130.8996764,4
52,52,151,163,149,26,48.4,-22.4,40.35045,1.084273774,0.038216561,132.8917197,4
54,81,152,136,120,0,76.8,-76.8,45.72345,0.968014539,-0.055555556,120.8888889,4
59,62,152,145,126,12,67.8,-55.8,41.93445,1.015441568,-0.023569024,124.983165,4
60,92,152,146,130,10,66.8,-56.8,43.46345,1.011859111,-0.020134228,125.4228188,4
59,95,152,149,130,16,63.8,-47.8,41.03045,1.032650736,-0.009966777,126.7242525,4
64,39,152,150,137,11,62.8,-51.8,44.31445,1.021582952,-0.006622517,127.1523179,4
58,73,152,154,133,23,58.8,-35.8,38.73045,1.059225558,0.006535948,128.8366013,4
61,40,152,154,140,16,58.8,-42.8,42.82545,1.041286917,0.006535948,128.8366013,4
51,83,153,153,129,24,61.2,-37.2,37.64245,1.058463467,0,128,4
57,95,153,156,139,20,58.2,-38.2,41.05945,1.052716635,0.009708738,129.2427184,4
64,60,153,158,135,28,56.2,-28.2,37.09745,1.076630695,0.01607717,130.0578778,4
46,125,153,163,152,21,51.2,-30.2,42.98745,1.067688353,0.03164557,132.0506329,4
50,92,153,166,148,31,48.2,-17.2,38.21445,1.097038205,0.040752351,133.2163009,4
50,91,153,168,147,36,46.2,-10.2,36.00745,1.112764917,0.046728972,133.9813084,4
58,86,154,151,136,12,64.6,-52.6,43.80045,1.021955935,-0.009836066,126.7409836,4
59,90,154,152,131,19,63.6,-44.6,40.06445,1.041635867,-0.006535948,127.1633987,4
58,95,154,153,135,17,62.6,-45.6,41.59345,1.038039704,-0.003257329,127.5830619,4
62,94,154,154,144,10,61.6,-51.6,46.04745,1.022609187,0,128,4
60,40,154,157,140,20,58.6,-38.6,41.27445,1.052356034,0.009646302,129.2347267,4
54,14,154,157,146,14,58.6,-44.6,44.78445,1.037752601,0.009646302,129.2347267,4
57,94,154,158,141,21,57.6,-36.6,41.04845,1.056551818,0.012820513,129.6410256,4
72,80,154,160,146,20,55.6,-35.6,42.35145,1.057582269,0.01910828,130.4458599,4
65,24,154,162,147,23,53.6,-30.6,41.31445,1.068370829,0.025316456,131.2405063,4
59,56,154,163,146,26,52.6,-26.6,39.91845,1.077411936,0.028391167,131.6340694,4
65,45,154,166,152,26,49.6,-23.6,40.99545,1.082624504,0.0375,132.8,4
62,93,155,152,143,6,65,-59,47.52545,1.007315333,-0.009771987,126.7491857,4
59,97,155,154,134,19,63,-44,40.63845,1.042902192,-0.003236246,127.5857605,4
56,113,155,157,146,13,60,-47,45.22545,1.033282107,0.006410256,128.8205128,4
59,98,155,158,139,22,59,-37,40.31945,1.057016863,0.009584665,129.2268371,4
47,121,155,161,151,16,56,-40,44.90645,1.047792559,0.018987342,130.4303797,4
68,73,155,163,148,23,54,-31,41.52945,1.067921206,0.025157233,131.2201258,4
47,126,155,165,154,21,52,-31,43.41745,1.066813005,0.03125,132,4
65,44,155,166,152,25,51,-26,41.43645,1.077960707,0.034267913,132.3862928,4
39,17,155,167,155,24,50,-26,42.38045,1.077419355,0.037267081,132.7701863,4
58,67,156,144,120,12,74.4,-62.4,40.99945,1.007351483,-0.04,122.88,4
60,63,156,150,128,16,68.4,-52.4,40.81345,1.027013688,-0.019607843,125.4901961,4
62,38,156,150,136,8,68.4,-60.4,45.49345,1.006488218,-0.019607843,125.4901961,4
58,87,156,153,136,14,65.4,-51.4,43.06045,1.026617983,-0.009708738,126.7572816,4
58,92,156,155,135,19,63.4,-44.4,40.85345,1.042596941,-0.003215434,127.5884244,4
58,39,156,158,137,23,60.4,-37.4,39.59045,1.057584388,0.006369427,128.8152866,4
57,112,156,158,145,15,60.4,-45.4,44.27045,1.03778511,0.006369427,128.8152866,4
72,83,156,162,148,20,56.4,-36.4,42.78145,1.05682665,0.018867925,130.4150943,4
51,92,156,165,144,30,53.4,-23.4,38.00845,1.086263351,0.028037383,131.588785,4
62,28,156,165,146,28,53.4,-25.4,39.17845,1.081285393,0.028037383,131.588785,4
73,79,156,168,154,26,50.4,-24.4,41.42545,1.081560392,0.037037037,132.7407407,4
38,17,156,168,156,24,50.4,-26.4,42.59545,1.076923077,0.037037037,132.7407407,4
51,51,156,169,152,30,49.4,-19.4,39.44445,1.092744634,0.04,133.12,4
56,85,157,145,133,0,74.8,-74.8,48.23445,0.976023642,-0.039735099,122.9139073,4
61,94,157,153,141,8,66.8,-58.8,46.42645,1.010034941,-0.012903226,126.3483871,4
59,96,157,154,135,16,65.8,-49.8,42.10545,1.031465028,-0.009646302,126.7652733,4
62,92,157,155,143,10,64.8,-54.8,45.97445,1.01845004,-0.006410256,127.1794872,4
74,68,157,164,146,25,55.8,-30.8,40.43045,1.070161392,0.021806854,130.7912773,4
46,124,157,165,154,19,54.8,-35.8,44.29945,1.057729157,0.02484472,131.1801242,4
66,24,157,166,149,26,53.8,-27.8,40.56345,1.075900211,0.027863777,131.5665635,4
79,70,157,169,155,26,50.8,-24.8,41.64045,1.081038549,0.036809816,132.7116564,4
81,72,157,171,156,29,48.8,-19.8,40.60345,1.091491985,0.042682927,133.4634146,4
73,61,157,173,163,26,46.8,-20.8,43.07645,1.088234682,0.048484848,134.2060606,4
60,94,158,152,136,10,69.2,-59.2,44.75345,1.011278687,-0.019354839,125.5225806,4
59,73,158,157,137,19,64.2,-45.2,41.28345,1.041999298,-0.003174603,127.5936508,4
62,31,158,160,139,23,61.2,-38.2,40.02045,1.0567975,0.006289308,128.8050314,4
53,15,158,161,150,14,60.2,-46.2,45.64445,1.036771881,0.009404389,129.2037618,4
65,25,158,165,147,25,56.2,-31.2,40.64545,1.06970246,0.021671827,130.7739938,4
67,25,158,166,145,29,55.2,-26.2,38.66445,1.081105972,0.024691358,131.1604938,4
78,70,158,169,155,25,52.2,-27.2,42.08145,1.076470102,0.033639144,132.3058104,4
79,69,158,171,154,30,50.2,-20.2,39.87445,1.091559549,0.039513678,133.0577508,4
66,49,158,174,163,27,47.2,-20.2,42.70645,1.089899615,0.048192771,134.1686747,4
59,63,159,153,131,16,69.6,-53.6,41.45845,1.026380063,-0.019230769,125.5384615,4
60,91,159,154,135,14,68.6,-54.6,42.98745,1.022792875,-0.015974441,125.9552716,4
57,72,159,158,138,19,64.6,-45.6,41.49845,1.041706728,-0.003154574,127.5962145,4
61,96,159,160,142,19,62.6,-43.6,42.21645,1.044903255,0.003134796,128.4012539,4
46,121,159,165,153,18,57.6,-39.6,44.59645,1.051113988,0.018518519,130.3703704,4
76,67,159,166,150,23,56.6,-33.6,42.03045,1.064480762,0.021538462,130.7569231,4
71,80,159,167,152,23,55.6,-32.6,42.38945,1.066180351,0.024539877,131.1411043,4
46,73,159,168,149,28,54.6,-26.6,39.82345,1.079708132,0.027522936,131.5229358,4
48,124,159,169,158,21,53.6,-32.6,44.27745,1.065128518,0.030487805,131.902439,4
51,67,159,171,147,36,51.6,-15.6,36.22045,1.103945303,0.036363636,132.6545455,4
49,19,159,171,157,26,51.6,-25.6,42.07045,1.080014644,0.036363636,132.6545455,4
50,66,159,174,151,38,48.6,-10.6,36.12745,1.113314955,0.045045045,133.7657658,4
57,68,160,147,128,6,77,-71,45.01045,0.989619824,-0.042345277,122.5798046,4
61,36,160,153,135,11,71,-60,44.23945,1.011910861,-0.022364217,125.1373802,4
58,71,160,154,132,16,70,-54,41.67345,1.026175339,-0.01910828,125.5541401,4
64,38,160,154,140,8,70,-62,46.35345,1.00626428,-0.01910828,125.5541401,4
60,39,160,159,141,17,65,-48,42.88345,1.036475716,-0.003134796,127.5987461,4
50,70,160,160,136,24,64,-40,39.14745,1.055610005,0,128,4
63,92,160,160,152,8,64,-56,48.50745,1.017227376,0,128,4
63,58,160,164,139,29,60,-31,37.65845,1.07416721,0.012345679,129.5802469,4
65,57,160,164,141,27,60,-33,38.82845,1.069069292,0.012345679,129.5802469,4
64,41,160,164,150,18,60,-42,44.09345,1.047267028,0.012345679,129.5802469,4
63,28,160,165,143,27,59,-32,39.18745,1.070555077,0.015384615,129.9692308,4
72,69,160,167,149,25,57,-32,41.07545,1.068802388,0.021406728,130.7400612,4
77,68,160,169,152,26,55,-29,41.20845,1.074446416,0.027355623,131.5015198,4
49,66,160,175,154,36,49,-13,37.51245,1.10775985,0.044776119,133.7313433,4
57,87,161,155,139,10,70.4,-60.4,45.39845,1.011008741,-0.018987342,125.5696203,4
59,65,161,156,127,24,69.4,-45.4,37.56745,1.048588523,-0.015772871,125.9810726,4
56,72,161,163,142,23,62.4,-39.4,40.66545,1.055656744,0.00617284,128.7901235,4
72,71,161,166,146,25,59.4,-34.4,40.57245,1.065186682,0.01529052,129.9571865,4
56,116,161,167,157,16,58.4,-42.4,46.19645,1.045993601,0.018292683,130.3414634,4
67,56,161,168,150,25,57.4,-32.4,41.29045,1.068361018,0.021276596,130.7234043,4
52,90,161,173,149,36,52.4,-16.4,36.65045,1.102610735,0.035928144,132.5988024,4
55,83,162,144,132,-6,82.8,-88.8,50.66545,0.951622843,-0.058823529,120.4705882,4
56,83,162,145,137,-9,81.8,-90.8,52.77945,0.946440985,-0.055374593,120.9120521,4
59,66,162,155,127,21,71.8,-50.8,38.81945,1.037572719,-0.022082019,125.1735016,4
60,93,162,156,140,10,70.8,-60.8,45.61345,1.010921534,-0.018867925,125.5849057,4
59,92,162,159,140,16,67.8,-51.8,43.18045,1.030362333,-0.009345794,126.8037383,4
67,32,162,160,137,21,66.8,-45.8,40.61445,1.044348673,-0.00621118,127.2049689,4
61,72,162,161,143,17,65.8,-48.8,43.31345,1.035982599,-0.003095975,127.6037152,4
51,69,162,164,140,26,62.8,-36.8,39.12545,1.062763664,0.006134969,128.7852761,4
64,27,162,165,144,24,61.8,-37.8,40.65445,1.059260358,0.009174312,129.1743119,4
47,74,162,165,146,22,61.8,-39.8,41.82445,1.054406146,0.009174312,129.1743119,4
75,83,162,165,154,14,61.8,-47.8,46.50445,1.035840839,0.009174312,129.1743119,4
65,58,162,166,143,27,60.8,-33.8,39.25845,1.068155972,0.012195122,129.5609756,4
73,82,162,166,151,19,60.8,-41.8,43.93845,1.048968025,0.012195122,129.5609756,4
67,55,162,169,151,25,57.8,-32.8,41.50545,1.067925278,0.021148036,130.7069486,4
73,84,162,169,153,23,57.8,-34.8,42.67545,1.063256248,0.021148036,130.7069486,4
47,123,162,170,159,19,56.8,-37.8,45.37445,1.055934949,0.024096386,131.0843373,4
68,72,162,173,157,27,53.8,-26.8,41.77145,1.079108229,0.032835821,132.2029851,4
67,51,162,176,163,27,50.8,-23.8,42.84845,1.084195701,0.041420118,133.3017751,4
58,66,163,153,128,15,75.2,-60.2,41.46745,1.017328892,-0.03164557,123.9493671,4
58,65,163,156,130,19,72.2,-53.2,40.20445,1.03193497,-0.021943574,125.1912226,4
65,37,163,157,141,10,71.2,-61.2,45.82845,1.010835663,-0.01875,125.6,4
62,95,163,163,153,10,65.2,-55.2,47.98245,1.021306805,0,128,4
63,95,163,166,157,12,62.2,-50.2,47.88945,1.031203484,0.009118541,129.1671733,4
77,67,163,170,154,23,58.2,-35.2,42.89045,1.062858351,0.021021021,130.6906907,4
34,14,163,175,155,32,53.2,-21.2,39.42045,1.091763224,0.035502959,132.5443787,4
50,26,163,177,164,27,51.2,-24.2,43.06345,1.083680186,0.041176471,133.2705882,4
53,56,163,180,162,35,48.2,-13.2,39.46045,1.10655976,0.049562682,134.3440233,4
60,90,164,161,142,16,68.6,-52.6,43.61045,1.029942574,-0.009230769,126.8184615,4
58,72,164,162,141,19,67.6,-48.6,42.21445,1.038781492,-0.006134969,127.2147239,4
58,90,164,163,143,19,66.6,-47.6,42.57345,1.040303015,-0.003058104,127.6085627,4
63,29,164,168,145,27,61.6,-34.6,39.68845,1.067266531,0.012048193,129.5421687,4
47,122,164,170,160,16,59.6,-43.6,46.84145,1.045143973,0.017964072,130.2994012,4
77,66,164,171,155,23,58.6,-35.6,43.10545,1.06246543,0.020895522,130.6746269,4
73,71,164,172,151,29,57.6,-28.6,39.95445,1.078023621,0.023809524,131.047619,4
72,67,164,172,157,23,57.6,-34.6,43.46445,1.064125906,0.023809524,131.047619,4
45,117,164,172,161,19,57.6,-38.6,45.80445,1.055248111,0.023809524,131.047619,4
52,113,164,177,167,23,52.6,-29.6,45.25945,1.072773001,0.038123167,132.8797654,4
50,25,164,180,167,29,49.6,-20.6,42.82645,1.090955594,0.046511628,133.9534884,4
66,33,165,159,137,16,72,-56,42.74845,1.025197137,-0.018518519,125.6296296,4
56,87,165,159,143,10,72,-62,46.25845,1.010667809,-0.018518519,125.6296296,4
60,64,165,161,136,21,70,-49,40.54145,1.040628291,-0.012269939,126.4294479,4
58,96,165,162,143,16,69,-53,43.82545,1.029737013,-0.009174312,126.8256881,4
61,67,165,164,143,20,67,-47,42.20345,1.042449815,-0.003039514,127.6109422,4
63,30,165,167,145,24,64,-40,40.94045,1.056620751,0.006024096,128.7710843,4
57,39,165,167,146,23,64,-41,41.52545,1.054205261,0.006024096,128.7710843,4
47,111,165,167,164,5,64,-59,52.05545,1.014172147,0.006024096,128.7710843,4
48,71,165,168,147,24,63,-39,41.29945,1.058109999,0.009009009,129.1531532,4
63,96,165,168,157,14,63,-49,47.14945,1.03517293,0.009009009,129.1531532,4
74,70,165,172,154,25,59,-34,42.15045,1.066650782,0.020771513,130.6587537,4
75,66,165,172,156,23,59,-36,43.32045,1.062077393,0.020771513,130.6587537,4
68,55,165,174,157,26,57,-31,42.28345,1.072143392,0.026548673,131.3982301,4
78,69,165,176,160,27,55,-28,42.41645,1.077652952,0.032258065,132.1290323,4
67,52,165,177,163,26,54,-28,43.36045,1.077092504,0.035087719,132.4912281,4
55,82,166,146,135,-9,86.4,-95.4,52.56245,0.942192442,-0.064102564,119.7948718,4
50,71,166,161,139,17,71.4,-54.4,42.73745,1.028939531,-0.01529052,126.0428135,4
59,91,166,164,143,19,68.4,-49.4,42.64445,1.038256964,-0.006060606,127.2242424,4
67,33,166,165,144,20,67.4,-47.4,42.41845,1.042166574,-0.003021148,127.6132931,4
58,98,166,167,151,17,65.4,-48.4,44.89145,1.038257443,0.003003003,128.3843844,4
57,113,166,168,157,13,64.4,-51.4,47.59045,1.031009347,0.005988024,128.7664671,4
70,71,166,173,155,25,59.4,-34.4,42.36545,1.066236518,0.020648968,130.6430678,4
72,72,166,174,153,29,58.4,-29.4,40.38445,1.077047624,0.023529412,131.0117647,4
47,81,166,176,167,19,56.4,-37.4,46.95245,1.058122595,0.029239766,131.7426901,4
